23120	Gas	https://www.ncbi.nlm.nih.gov/pubmed/?term=23194315	{'digestive system symptom', 'flatulence', 'gas', 'gas production'}	{'1017000418', '1017000368'}
23120	Gas	https://www.ncbi.nlm.nih.gov/pubmed/?term=24458564	{'digestive system symptom', 'flatulence', 'gas', 'gas production'}	{'1017000418', '1017000368'}
23120	Gas	https://www.ncbi.nlm.nih.gov/pubmed/?term=28177630	{'digestive system symptom', 'flatulence', 'gas', 'gas production'}	{'1017000418', '1017000368'}
23120	Gas	https://www.ncbi.nlm.nih.gov/pubmed/?term=21918790	{'digestive system symptom', 'flatulence', 'gas', 'gas production'}	{'1017000418', '1017000368'}
23120	Gas	https://www.ncbi.nlm.nih.gov/pubmed/?term=22954362	{'digestive system symptom', 'flatulence', 'gas', 'gas production'}	{'1017000418', '1017000368'}
16064	arthralgia	https://www.ncbi.nlm.nih.gov/pubmed/?term=27995511	{'pain', 'arthromyalgia', 'sensation perception', 'nervous system symptom', 'joint pain', 'arthralgia'}	{'1017000060', '1017000793', '1017000389', '1017000038'}
16064	arthralgia	https://www.ncbi.nlm.nih.gov/pubmed/?term=29783708	{'pain', 'arthromyalgia', 'sensation perception', 'nervous system symptom', 'joint pain', 'arthralgia'}	{'1017000060', '1017000793', '1017000389', '1017000038'}
16064	arthralgia	https://www.ncbi.nlm.nih.gov/pubmed/?term=22580586	{'pain', 'arthromyalgia', 'sensation perception', 'nervous system symptom', 'joint pain', 'arthralgia'}	{'1017000060', '1017000793', '1017000389', '1017000038'}
16064	arthralgia	https://www.ncbi.nlm.nih.gov/pubmed/?term=29164007	{'pain', 'arthromyalgia', 'sensation perception', 'nervous system symptom', 'joint pain', 'arthralgia'}	{'1017000060', '1017000793', '1017000389', '1017000038'}
16064	arthralgia	https://www.ncbi.nlm.nih.gov/pubmed/?term=26476978	{'pain', 'arthromyalgia', 'sensation perception', 'nervous system symptom', 'joint pain', 'arthralgia'}	{'1017000060', '1017000793', '1017000389', '1017000038'}
15300	urinary incontinence	https://www.ncbi.nlm.nih.gov/pubmed/?term=20189707	{'urinary incontinence', 'urinary system symptom', 'incontinence'}	{'1017000395', '1017000401'}
15300	urinary incontinence	https://www.ncbi.nlm.nih.gov/pubmed/?term=19533003	{'urinary incontinence', 'urinary system symptom', 'incontinence'}	{'1017000395', '1017000401'}
15300	urinary incontinence	https://www.ncbi.nlm.nih.gov/pubmed/?term=20571766	{'urinary incontinence', 'urinary system symptom', 'incontinence'}	{'1017000395', '1017000401'}
15300	urinary incontinence	https://www.ncbi.nlm.nih.gov/pubmed/?term=22722646	{'urinary incontinence', 'urinary system symptom', 'incontinence'}	{'1017000395', '1017000401'}
15300	urinary incontinence	https://www.ncbi.nlm.nih.gov/pubmed/?term=29320304	{'urinary incontinence', 'urinary system symptom', 'incontinence'}	{'1017000395', '1017000401'}
5660	Incontinence	https://www.ncbi.nlm.nih.gov/pubmed/?term=20566013	{'urinary incontinence', 'urinary system symptom', 'incontinence'}	{'1017000395', '1017000401'}
5660	Incontinence	https://www.ncbi.nlm.nih.gov/pubmed/?term=19716547	{'urinary incontinence', 'urinary system symptom', 'incontinence'}	{'1017000395', '1017000401'}
5660	Incontinence	https://www.ncbi.nlm.nih.gov/pubmed/?term=28827240	{'urinary incontinence', 'urinary system symptom', 'incontinence'}	{'1017000395', '1017000401'}
5660	Incontinence	https://www.ncbi.nlm.nih.gov/pubmed/?term=25598453	{'urinary incontinence', 'urinary system symptom', 'incontinence'}	{'1017000395', '1017000401'}
5660	Incontinence	https://www.ncbi.nlm.nih.gov/pubmed/?term=26918426	{'urinary incontinence', 'urinary system symptom', 'incontinence'}	{'1017000395', '1017000401'}
2740	ecchymosis	https://www.ncbi.nlm.nih.gov/pubmed/?term=11990148	{'contusion', 'skin and integumentary tissue symptom', 'bruise', 'bruising', 'bruises', 'ecchymosis'}	{'1017000397', '1017000315'}
2740	ecchymosis	https://www.ncbi.nlm.nih.gov/pubmed/?term=27051680	{'contusion', 'skin and integumentary tissue symptom', 'bruise', 'bruising', 'bruises', 'ecchymosis'}	{'1017000397', '1017000315'}
2740	ecchymosis	https://www.ncbi.nlm.nih.gov/pubmed/?term=27651480	{'contusion', 'skin and integumentary tissue symptom', 'bruise', 'bruising', 'bruises', 'ecchymosis'}	{'1017000397', '1017000315'}
2740	ecchymosis	https://www.ncbi.nlm.nih.gov/pubmed/?term=21520527	{'contusion', 'skin and integumentary tissue symptom', 'bruise', 'bruising', 'bruises', 'ecchymosis'}	{'1017000397', '1017000315'}
2740	ecchymosis	https://www.ncbi.nlm.nih.gov/pubmed/?term=19386944	{'contusion', 'skin and integumentary tissue symptom', 'bruise', 'bruising', 'bruises', 'ecchymosis'}	{'1017000397', '1017000315'}
32634	incontinence	https://www.ncbi.nlm.nih.gov/pubmed/?term=27878621	{'urinary incontinence', 'urinary system symptom', 'incontinence'}	{'1017000395', '1017000401'}
32634	incontinence	https://www.ncbi.nlm.nih.gov/pubmed/?term=24570598	{'urinary incontinence', 'urinary system symptom', 'incontinence'}	{'1017000395', '1017000401'}
32634	incontinence	https://www.ncbi.nlm.nih.gov/pubmed/?term=25402549	{'urinary incontinence', 'urinary system symptom', 'incontinence'}	{'1017000395', '1017000401'}
32634	incontinence	https://www.ncbi.nlm.nih.gov/pubmed/?term=23807143	{'urinary incontinence', 'urinary system symptom', 'incontinence'}	{'1017000395', '1017000401'}
32634	incontinence	https://www.ncbi.nlm.nih.gov/pubmed/?term=21603552	{'urinary incontinence', 'urinary system symptom', 'incontinence'}	{'1017000395', '1017000401'}
379348	gas	https://www.ncbi.nlm.nih.gov/pubmed/?term=26044192	{'digestive system symptom', 'flatulence', 'gas', 'gas production'}	{'1017000418', '1017000368'}
379348	gas	https://www.ncbi.nlm.nih.gov/pubmed/?term=29890613	{'digestive system symptom', 'flatulence', 'gas', 'gas production'}	{'1017000418', '1017000368'}
379348	gas	https://www.ncbi.nlm.nih.gov/pubmed/?term=24665166	{'digestive system symptom', 'flatulence', 'gas', 'gas production'}	{'1017000418', '1017000368'}
379348	gas	https://www.ncbi.nlm.nih.gov/pubmed/?term=22715787	{'digestive system symptom', 'flatulence', 'gas', 'gas production'}	{'1017000418', '1017000368'}
379348	gas	https://www.ncbi.nlm.nih.gov/pubmed/?term=25674853	{'digestive system symptom', 'flatulence', 'gas', 'gas production'}	{'1017000418', '1017000368'}
74560	back pain	https://www.ncbi.nlm.nih.gov/pubmed/?term=29986125	{'backache', 'pain', 'back pain', 'sensation perception', 'nervous system symptom'}	{'1017000005', '1017000793', '1017000389', '1017000060'}
74560	back pain	https://www.ncbi.nlm.nih.gov/pubmed/?term=25734175	{'backache', 'pain', 'back pain', 'sensation perception', 'nervous system symptom'}	{'1017000005', '1017000793', '1017000389', '1017000060'}
74560	back pain	https://www.ncbi.nlm.nih.gov/pubmed/?term=29397636	{'backache', 'pain', 'back pain', 'sensation perception', 'nervous system symptom'}	{'1017000005', '1017000793', '1017000389', '1017000060'}
74560	back pain	https://www.ncbi.nlm.nih.gov/pubmed/?term=25000909	{'backache', 'pain', 'back pain', 'sensation perception', 'nervous system symptom'}	{'1017000005', '1017000793', '1017000389', '1017000060'}
74560	back pain	https://www.ncbi.nlm.nih.gov/pubmed/?term=24242933	{'backache', 'pain', 'back pain', 'sensation perception', 'nervous system symptom'}	{'1017000005', '1017000793', '1017000389', '1017000060'}
304	backache	https://www.ncbi.nlm.nih.gov/pubmed/?term=25317285	{'backache', 'pain', 'back pain', 'sensation perception', 'nervous system symptom'}	{'1017000005', '1017000793', '1017000389', '1017000060'}
304	backache	https://www.ncbi.nlm.nih.gov/pubmed/?term=20616941	{'backache', 'pain', 'back pain', 'sensation perception', 'nervous system symptom'}	{'1017000005', '1017000793', '1017000389', '1017000060'}
304	backache	https://www.ncbi.nlm.nih.gov/pubmed/?term=18690280	{'backache', 'pain', 'back pain', 'sensation perception', 'nervous system symptom'}	{'1017000005', '1017000793', '1017000389', '1017000060'}
304	backache	https://www.ncbi.nlm.nih.gov/pubmed/?term=21856719	{'backache', 'pain', 'back pain', 'sensation perception', 'nervous system symptom'}	{'1017000005', '1017000793', '1017000389', '1017000060'}
304	backache	https://www.ncbi.nlm.nih.gov/pubmed/?term=27798556	{'backache', 'pain', 'back pain', 'sensation perception', 'nervous system symptom'}	{'1017000005', '1017000793', '1017000389', '1017000060'}
7920	emesis	https://www.ncbi.nlm.nih.gov/pubmed/?term=27526189	{'digestive system symptom', 'emesis', 'vomiting'}	{'1017000809', '1017000368'}
7920	emesis	https://www.ncbi.nlm.nih.gov/pubmed/?term=21913900	{'digestive system symptom', 'emesis', 'vomiting'}	{'1017000809', '1017000368'}
7920	emesis	https://www.ncbi.nlm.nih.gov/pubmed/?term=28213004	{'digestive system symptom', 'emesis', 'vomiting'}	{'1017000809', '1017000368'}
7920	emesis	https://www.ncbi.nlm.nih.gov/pubmed/?term=27161572	{'digestive system symptom', 'emesis', 'vomiting'}	{'1017000809', '1017000368'}
7920	emesis	https://www.ncbi.nlm.nih.gov/pubmed/?term=1052819	{'digestive system symptom', 'emesis', 'vomiting'}	{'1017000809', '1017000368'}
398	gastrointestinal bleeding	https://www.ncbi.nlm.nih.gov/pubmed/?term=28118262	{'digestive system symptom', 'gastrointestinal bleeding'}	{'1017000770', '1017000368'}
398	gastrointestinal bleeding	https://www.ncbi.nlm.nih.gov/pubmed/?term=18938778	{'digestive system symptom', 'gastrointestinal bleeding'}	{'1017000770', '1017000368'}
398	gastrointestinal bleeding	https://www.ncbi.nlm.nih.gov/pubmed/?term=30231624	{'digestive system symptom', 'gastrointestinal bleeding'}	{'1017000770', '1017000368'}
398	gastrointestinal bleeding	https://www.ncbi.nlm.nih.gov/pubmed/?term=25162439	{'digestive system symptom', 'gastrointestinal bleeding'}	{'1017000770', '1017000368'}
398	gastrointestinal bleeding	https://www.ncbi.nlm.nih.gov/pubmed/?term=27085540	{'digestive system symptom', 'gastrointestinal bleeding'}	{'1017000770', '1017000368'}
444	hematochezia	https://www.ncbi.nlm.nih.gov/pubmed/?term=19366548	{'hematochezia', 'digestive system symptom', 'rectorrhagia', 'rectal bleeding'}	{'1017000330', '1017000547', '1017000368'}
444	hematochezia	https://www.ncbi.nlm.nih.gov/pubmed/?term=25935525	{'hematochezia', 'digestive system symptom', 'rectorrhagia', 'rectal bleeding'}	{'1017000330', '1017000547', '1017000368'}
444	hematochezia	https://www.ncbi.nlm.nih.gov/pubmed/?term=22092644	{'hematochezia', 'digestive system symptom', 'rectorrhagia', 'rectal bleeding'}	{'1017000330', '1017000547', '1017000368'}
444	hematochezia	https://www.ncbi.nlm.nih.gov/pubmed/?term=29208464	{'hematochezia', 'digestive system symptom', 'rectorrhagia', 'rectal bleeding'}	{'1017000330', '1017000547', '1017000368'}
444	hematochezia	https://www.ncbi.nlm.nih.gov/pubmed/?term=19630115	{'hematochezia', 'digestive system symptom', 'rectorrhagia', 'rectal bleeding'}	{'1017000330', '1017000547', '1017000368'}
11040	bleeding	https://www.ncbi.nlm.nih.gov/pubmed/?term=25132883	{'bleeding', 'general symptom'}	{'1017000006', '1017000476'}
11040	bleeding	https://www.ncbi.nlm.nih.gov/pubmed/?term=29914380	{'bleeding', 'general symptom'}	{'1017000006', '1017000476'}
11040	bleeding	https://www.ncbi.nlm.nih.gov/pubmed/?term=25768244	{'bleeding', 'general symptom'}	{'1017000006', '1017000476'}
11040	bleeding	https://www.ncbi.nlm.nih.gov/pubmed/?term=27174904	{'bleeding', 'general symptom'}	{'1017000006', '1017000476'}
11040	bleeding	https://www.ncbi.nlm.nih.gov/pubmed/?term=26916299	{'bleeding', 'general symptom'}	{'1017000006', '1017000476'}
50967	lymphadenopathy	https://www.ncbi.nlm.nih.gov/pubmed/?term=20498113	{'lymphatic system symptom', 'swelling of lymph nodes', 'hemic and immune system symptom', 'adenopathy', 'swollen lymph glands', 'lymphadenopathy', 'enlargement of lymph nodes', 'immune system symptom'}	{'1017000802', '1017000801', '1017000806', '1017000805', '1017000430'}
50967	lymphadenopathy	https://www.ncbi.nlm.nih.gov/pubmed/?term=23006947	{'lymphatic system symptom', 'swelling of lymph nodes', 'hemic and immune system symptom', 'adenopathy', 'swollen lymph glands', 'lymphadenopathy', 'enlargement of lymph nodes', 'immune system symptom'}	{'1017000802', '1017000801', '1017000806', '1017000805', '1017000430'}
50967	lymphadenopathy	https://www.ncbi.nlm.nih.gov/pubmed/?term=26270185	{'lymphatic system symptom', 'swelling of lymph nodes', 'hemic and immune system symptom', 'adenopathy', 'swollen lymph glands', 'lymphadenopathy', 'enlargement of lymph nodes', 'immune system symptom'}	{'1017000802', '1017000801', '1017000806', '1017000805', '1017000430'}
50967	lymphadenopathy	https://www.ncbi.nlm.nih.gov/pubmed/?term=21123969	{'lymphatic system symptom', 'swelling of lymph nodes', 'hemic and immune system symptom', 'adenopathy', 'swollen lymph glands', 'lymphadenopathy', 'enlargement of lymph nodes', 'immune system symptom'}	{'1017000802', '1017000801', '1017000806', '1017000805', '1017000430'}
50967	lymphadenopathy	https://www.ncbi.nlm.nih.gov/pubmed/?term=26629150	{'lymphatic system symptom', 'swelling of lymph nodes', 'hemic and immune system symptom', 'adenopathy', 'swollen lymph glands', 'lymphadenopathy', 'enlargement of lymph nodes', 'immune system symptom'}	{'1017000802', '1017000801', '1017000806', '1017000805', '1017000430'}
100328	atrial fibrillation	https://www.ncbi.nlm.nih.gov/pubmed/?term=20946229	{'abnormal heart rhythm', 'atrial fibrillation', 'heart rhythm symptom', 'dysrhythmia', 'fluctuation of heart rate', 'abnormal heart beat', 'auricular fibrillation', 'AF', 'arrhythmia', 'cardiovascular system symptom', 'a-fib', 'cardiac fibrillation'}	{'1017000198', '1017000437', '1017000799', '1017000138'}
100328	atrial fibrillation	https://www.ncbi.nlm.nih.gov/pubmed/?term=27341015	{'abnormal heart rhythm', 'atrial fibrillation', 'heart rhythm symptom', 'dysrhythmia', 'fluctuation of heart rate', 'abnormal heart beat', 'auricular fibrillation', 'AF', 'arrhythmia', 'cardiovascular system symptom', 'a-fib', 'cardiac fibrillation'}	{'1017000198', '1017000437', '1017000799', '1017000138'}
100328	atrial fibrillation	https://www.ncbi.nlm.nih.gov/pubmed/?term=24931636	{'abnormal heart rhythm', 'atrial fibrillation', 'heart rhythm symptom', 'dysrhythmia', 'fluctuation of heart rate', 'abnormal heart beat', 'auricular fibrillation', 'AF', 'arrhythmia', 'cardiovascular system symptom', 'a-fib', 'cardiac fibrillation'}	{'1017000198', '1017000437', '1017000799', '1017000138'}
